ID,Type,variable,value
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787150,-0.4472135954999579
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787150,-0.4472135954999579
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787150,-0.4472135954999579
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787150,-0.4472135954999579
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787150,0.7434200029090214
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787150,1.9136135395427412
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787150,-0.4472135954999579
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787150,1.0314765186531305
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787150,0.5547403616310964
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:142297977,0.3878087460733604
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:142297977,1.151249548003113
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:142297977,0.5226132887388643
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:142297977,-1.2816936669378516
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:142297977,-0.7799779158774862
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:142297977,-0.0171078839480149
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:142297977,-0.7212562009623823
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:142297977,-0.6748736314118411
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:142297977,-0.5729911788260034
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:142297977,-0.960351388327286
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034344,0.1349872866862581
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034344,-0.9948796644270256
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034344,1.5074853849425134
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034344,0.1810759300093784
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034344,-0.8286689372111226
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034344,0.2717253011467264
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034344,-2.2102347988871207
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034344,-1.4147594729218886
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034344,-2.606164144706336
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034344,0.8530777499899022
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543798,0.4233968268748527
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543798,0.1274970701948402
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543798,-1.303064445754295
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543798,-0.5788027837935313
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543798,1.3309733324781337
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543798,-2.002981177901248
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543798,-0.7897921755131976
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543798,-1.258524290072216
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543798,-2.002981177901248
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543798,-1.122440772942178
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048951,0.3214836119034561
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048951,-1.0896107540760591
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048951,0.8102967586874995
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048951,0.9918136852899888
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048951,-1.0339833018048852
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048951,0.0249711542288957
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048951,-1.1191029870096227
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048951,-1.5576807260935313
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048951,-0.7950587609987176
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048951,-0.8136458909246962
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138202,-0.7779216315451899
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138202,0.2081762112585702
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138202,1.6325397619751176
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138202,-0.7779216315451899
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138202,-0.2848727101433076
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138202,-0.7779216315451899
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138202,-0.066637941653953
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138202,-0.7779216315451899
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138202,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138202,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:41277153,1.6070726545554277
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:41277153,-0.7594765125790182
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:41277153,-0.7594765125790182
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:41277153,-0.4044941375088507
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:41277153,0.3163745081114595
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:41277153,0.0947900160451243
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:41277153,0.0997798906282086
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:41277153,-0.3240837652553875
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:41277153,-0.1336174475975979
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:41277153,0.4181318554581368
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468578,0.844673173688909
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468578,0.1818775166761716
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468578,-1.0376664922272665
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468578,-1.0376664922272665
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468578,1.048782294089453
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468578,
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468578,
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468578,
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468578,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468578,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093584,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093584,0.0173596921274003
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093584,-1.2212778002060567
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093584,1.2278463323623707
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093584,-0.023928224283714
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093584,-1.0477488761593396
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093584,-0.0594291551062028
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093584,-0.8130904447779848
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093584,-1.2212778002060567
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093584,0.0837918067681224
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093436,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093436,0.451224137232412
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093436,0.5756275429024243
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093436,-1.4977625515978563
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093436,0.4709108714630205
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093436,-1.206869015951547
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093436,-0.5376705866568369
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093436,-0.5891440486466827
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093436,-1.202461538138724
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093436,-0.566717955022887
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596849,-0.7241265921899698
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596849,1.169150950396895
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596849,-1.2592085991600268
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596849,0.0975178576876086
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596849,0.7166663832654915
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596849,3.623003711995294
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596849,1.2710401435239975
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596849,1.4703794169919415
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596849,-0.194810526472332
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596849,0.5886717235284155
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034402,0.6812975482729873
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034402,1.237272316176712
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034402,-0.9106518433200954
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034402,-1.0817802276980677
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034402,0.073862206568463
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034402,-0.8435088596571324
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034402,-0.552808011971681
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034402,-1.00837704093955
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034402,-0.6299347906434034
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034402,-0.9360010157394844
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652857,1.6070572598247128
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652857,-0.8941409705746631
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652857,0.2780155477934999
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652857,-0.3379646633897689
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652857,-0.6529671736537801
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652857,-0.8941409705746631
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652857,-0.1731716834831339
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652857,-0.7321639182592999
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652857,-0.4589690895038478
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652857,0.8015787926646194
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543608,1.168886485203175
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543608,0.6476614082085027
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543608,-1.461481926607146
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543608,-0.2649221784895094
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543608,-0.0901437883150229
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543608,-1.461481926607146
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543608,-1.461481926607146
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543608,-0.7996104824206017
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543608,-1.461481926607146
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543608,-1.461481926607146
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543771,-0.9714337388863208
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543771,0.7609920981155155
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543771,1.23712237782132
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543771,-0.9714337388863208
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543771,-0.055246998164194
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543771,-0.9714337388863208
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543771,2.693313224002187
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543771,-0.9714337388863208
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543771,1.928496466529798
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543771,1.7180176612979847
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769904,-1.0317230363321273
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769904,1.1121170391632016
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769904,0.1741870061339944
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769904,0.7771420273670582
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769904,-1.0317230363321273
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769904,-1.0317230363321273
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769904,-0.6432419488262622
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769904,-0.4159391848600655
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769904,-0.6061077272264365
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769904,0.2641802928851974
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr14:45604794,-1.201208193313979
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr14:45604794,-0.1985099712865912
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr14:45604794,-0.1218008176888684
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr14:45604794,-0.0594073277683415
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr14:45604794,1.5809263100577808
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr14:45604794,-0.671632992940266
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr14:45604794,-0.8354090271299143
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr14:45604794,-0.1128800955762635
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr14:45604794,-0.4957383728161393
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr14:45604794,-0.5449571975020356
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468632,-0.4472135954999579
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468632,-0.4472135954999579
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468632,-0.4472135954999579
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468632,-0.4472135954999579
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468632,1.7888543819998317
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468632,
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468632,
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468632,
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468632,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468632,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051733,0.1952912397341226
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051733,-0.2879549402202063
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051733,0.834637560292244
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051733,-1.5766114200984045
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051733,0.834637560292244
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:128051733,-0.9926135397041644
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:128051733,-0.5370951929966582
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:128051733,-1.2327802534715862
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:128051733,-1.3935979998340131
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:128051733,-0.9159019537201762
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034330,-0.3937289592805269
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034330,1.3715995683413158
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034330,-0.8440918102124665
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034330,-0.8550051152842693
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034330,0.7212263164359463
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034330,-0.6253132324649235
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034330,-0.4687642188489124
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034330,1.7617729875357273
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034330,-0.3570626847612045
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034330,-0.1197657924657689
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769891,0.1528189428958182
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769891,-0.9897525927738452
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769891,0.4955904035967157
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769891,1.3310958390551564
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769891,-0.9897525927738452
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769891,-0.5043463848096097
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769891,-0.9897525927738452
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769891,0.5737663507741159
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769891,-0.9897525927738452
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769891,-0.9897525927738452
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652876,-0.0986513546124182
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652876,1.0927481713854292
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652876,-0.5078996713323501
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652876,0.8569044808913627
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr16:23652876,-1.3431016263320248
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652876,-0.0474106599769665
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652876,-0.6028509902343788
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652876,-0.7172925966690148
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652876,-0.7048095568893298
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr16:23652876,0.5310113812995574
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093373,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093373,0.1953029545515779
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093373,1.3370740734684887
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093373,-0.7661885140100334
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093373,-0.7661885140100334
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093373,-0.4722828249300652
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093373,-0.0398820089814774
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093373,-0.7661885140100334
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093373,-0.4643750485422626
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093373,-0.7661885140100334
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596883,-0.436019966779903
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596883,1.136988038073227
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596883,-1.48592726602045
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596883,0.3691935366049528
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47596883,0.415765658122174
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596883,3.410522898153919
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596883,0.6172186979988922
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596883,1.2980449101155562
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596883,-0.4675450643488408
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47596883,0.3440870137316345
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051707,1.0641355095155771
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051707,-0.8247580044626825
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051707,-0.6809426938836135
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051707,1.1225078827143316
